"COUNTRY","Country","PAYP","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","H","Hourly","2021","2021","CZK","Czech Koruna","0","Units",,,90.5,,
"EST","Estonia","A","Annual","2010","2010","EUR","Euro","0","Units",,,3336.24,,
"EST","Estonia","A","Annual","2011","2011","EUR","Euro","0","Units",,,3336.24,,
"EST","Estonia","A","Annual","2012","2012","EUR","Euro","0","Units",,,3480,,
"EST","Estonia","A","Annual","2013","2013","EUR","Euro","0","Units",,,3840,,
"EST","Estonia","A","Annual","2014","2014","EUR","Euro","0","Units",,,4260,,
"EST","Estonia","A","Annual","2015","2015","EUR","Euro","0","Units",,,4680,,
"EST","Estonia","A","Annual","2016","2016","EUR","Euro","0","Units",,,5160,,
"EST","Estonia","A","Annual","2017","2017","EUR","Euro","0","Units",,,5640,,
"EST","Estonia","A","Annual","2018","2018","EUR","Euro","0","Units",,,6000,,
"EST","Estonia","A","Annual","2019","2019","EUR","Euro","0","Units",,,6480,,
"EST","Estonia","A","Annual","2020","2020","EUR","Euro","0","Units",,,7008,,
"EST","Estonia","A","Annual","2021","2021","EUR","Euro","0","Units",,,7008,,
"GBR","United Kingdom","H","Hourly","2010","2010","GBP","Pound Sterling","0","Units",,,5.83,,
"GBR","United Kingdom","H","Hourly","2011","2011","GBP","Pound Sterling","0","Units",,,5.97,,
"GBR","United Kingdom","H","Hourly","2012","2012","GBP","Pound Sterling","0","Units",,,6.11,,
"GBR","United Kingdom","H","Hourly","2013","2013","GBP","Pound Sterling","0","Units",,,6.22,,
"GBR","United Kingdom","H","Hourly","2014","2014","GBP","Pound Sterling","0","Units",,,6.36,,
"GBR","United Kingdom","H","Hourly","2015","2015","GBP","Pound Sterling","0","Units",,,6.55,,
"GBR","United Kingdom","H","Hourly","2016","2016","GBP","Pound Sterling","0","Units",,,7.2,,
"GBR","United Kingdom","H","Hourly","2017","2017","GBP","Pound Sterling","0","Units",,,7.43,,
"GBR","United Kingdom","H","Hourly","2018","2018","GBP","Pound Sterling","0","Units",,,7.75,,
"GBR","United Kingdom","H","Hourly","2019","2019","GBP","Pound Sterling","0","Units",,,8.12,,
"GBR","United Kingdom","H","Hourly","2020","2020","GBP","Pound Sterling","0","Units",,,8.59,,
"GBR","United Kingdom","H","Hourly","2021","2021","GBP","Pound Sterling","0","Units",,,8.86,,
"ESP","Spain","A","Annual","2010","2010","EUR","Euro","0","Units",,,8866.2,,
"ESP","Spain","A","Annual","2011","2011","EUR","Euro","0","Units",,,8979.6,,
"ESP","Spain","A","Annual","2012","2012","EUR","Euro","0","Units",,,8979.6,,
"ESP","Spain","A","Annual","2013","2013","EUR","Euro","0","Units",,,9034.2,,
"ESP","Spain","A","Annual","2014","2014","EUR","Euro","0","Units",,,9034.2,,
"ESP","Spain","A","Annual","2015","2015","EUR","Euro","0","Units",,,9080.4,,
"ESP","Spain","A","Annual","2016","2016","EUR","Euro","0","Units",,,9171.12,,
"ESP","Spain","A","Annual","2017","2017","EUR","Euro","0","Units",,,9907.8,,
"ESP","Spain","A","Annual","2018","2018","EUR","Euro","0","Units",,,10302.6,,
"ESP","Spain","A","Annual","2019","2019","EUR","Euro","0","Units",,,12600,,
"ESP","Spain","A","Annual","2020","2020","EUR","Euro","0","Units",,,13300,,
"ESP","Spain","A","Annual","2021","2021","EUR","Euro","0","Units",,,13369.9,,
"HUN","Hungary","A","Annual","2010","2010","HUF","Forint","0","Units",,,882000,,
"HUN","Hungary","A","Annual","2011","2011","HUF","Forint","0","Units",,,936000,,
"HUN","Hungary","A","Annual","2012","2012","HUF","Forint","0","Units",,,1116000,,
"HUN","Hungary","A","Annual","2013","2013","HUF","Forint","0","Units",,,1176000,,
"HUN","Hungary","A","Annual","2014","2014","HUF","Forint","0","Units",,,1218000,,
"HUN","Hungary","A","Annual","2015","2015","HUF","Forint","0","Units",,,1260000,,
"HUN","Hungary","A","Annual","2016","2016","HUF","Forint","0","Units",,,1332000,,
"HUN","Hungary","A","Annual","2017","2017","HUF","Forint","0","Units",,,1531800,,
"HUN","Hungary","A","Annual","2018","2018","HUF","Forint","0","Units",,,1656000,,
"HUN","Hungary","A","Annual","2019","2019","HUF","Forint","0","Units",,,1788000,,
"HUN","Hungary","A","Annual","2020","2020","HUF","Forint","0","Units",,,1932000,,
"HUN","Hungary","A","Annual","2021","2021","HUF","Forint","0","Units",,,2002400,,
"ISR","Israel","M","Monthly","2010","2010","ILS","New Israeli Sheqel","0","Units",,,3850.15,,
"ISR","Israel","M","Monthly","2011","2011","ILS","New Israeli Sheqel","0","Units",,,3985.1,,
"ISR","Israel","M","Monthly","2012","2012","ILS","New Israeli Sheqel","0","Units",,,4150,,
"ISR","Israel","M","Monthly","2013","2013","ILS","New Israeli Sheqel","0","Units",,,4300,,
"ISR","Israel","M","Monthly","2014","2014","ILS","New Israeli Sheqel","0","Units",,,4300,,
"ISR","Israel","M","Monthly","2015","2015","ILS","New Israeli Sheqel","0","Units",,,4562.5,,
"ISR","Israel","M","Monthly","2016","2016","ILS","New Israeli Sheqel","0","Units",,,4737.5,,
"ISR","Israel","M","Monthly","2017","2017","ILS","New Israeli Sheqel","0","Units",,,5000,,
"ISR","Israel","M","Monthly","2018","2018","ILS","New Israeli Sheqel","0","Units",,,5300,,
"ISR","Israel","M","Monthly","2019","2019","ILS","New Israeli Sheqel","0","Units",,,5300,,
"ISR","Israel","M","Monthly","2020","2020","ILS","New Israeli Sheqel","0","Units",,,5300,,
"ISR","Israel","M","Monthly","2021","2021","ILS","New Israeli Sheqel","0","Units",,,5300,,
"LUX","Luxembourg","H","Hourly","2010","2010","EUR","Euro","0","Units",,,9.85,,
"LUX","Luxembourg","H","Hourly","2011","2011","EUR","Euro","0","Units",,,10.22,,
"LUX","Luxembourg","H","Hourly","2012","2012","EUR","Euro","0","Units",,,10.48,,
"LUX","Luxembourg","H","Hourly","2013","2013","EUR","Euro","0","Units",,,10.62,,
"LUX","Luxembourg","H","Hourly","2014","2014","EUR","Euro","0","Units",,,11.1,,
"LUX","Luxembourg","H","Hourly","2015","2015","EUR","Euro","0","Units",,,11.12,,
"LUX","Luxembourg","H","Hourly","2016","2016","EUR","Euro","0","Units",,,11.12,,
"LUX","Luxembourg","H","Hourly","2017","2017","EUR","Euro","0","Units",,,11.55,,
"LUX","Luxembourg","H","Hourly","2018","2018","EUR","Euro","0","Units",,,11.67,,
"LUX","Luxembourg","H","Hourly","2019","2019","EUR","Euro","0","Units",,,12.08,,
"LUX","Luxembourg","H","Hourly","2020","2020","EUR","Euro","0","Units",,,12.38,,
"LUX","Luxembourg","H","Hourly","2021","2021","EUR","Euro","0","Units",,,12.81,,
"SVK","Slovak Republic","M","Monthly","2010","2010","EUR","Euro","0","Units",,,307.7,,
"SVK","Slovak Republic","M","Monthly","2011","2011","EUR","Euro","0","Units",,,317,,
"SVK","Slovak Republic","M","Monthly","2012","2012","EUR","Euro","0","Units",,,327.2,,
"SVK","Slovak Republic","M","Monthly","2013","2013","EUR","Euro","0","Units",,,337.7,,
"SVK","Slovak Republic","M","Monthly","2014","2014","EUR","Euro","0","Units",,,352,,
"SVK","Slovak Republic","M","Monthly","2015","2015","EUR","Euro","0","Units",,,380,,
"SVK","Slovak Republic","M","Monthly","2016","2016","EUR","Euro","0","Units",,,405,,
"SVK","Slovak Republic","M","Monthly","2017","2017","EUR","Euro","0","Units",,,435,,
"SVK","Slovak Republic","M","Monthly","2018","2018","EUR","Euro","0","Units",,,480,,
"SVK","Slovak Republic","M","Monthly","2019","2019","EUR","Euro","0","Units",,,520,,
"SVK","Slovak Republic","M","Monthly","2020","2020","EUR","Euro","0","Units",,,580,,
"SVK","Slovak Republic","M","Monthly","2021","2021","EUR","Euro","0","Units",,,623,,
"GRC","Greece","A","Annual","2010","2010","EUR","Euro","0","Units",,,10049.64,,
"GRC","Greece","A","Annual","2011","2011","EUR","Euro","0","Units",,,10130.28,,
"GRC","Greece","A","Annual","2012","2012","EUR","Euro","0","Units",,,8484,,
"GRC","Greece","A","Annual","2013","2013","EUR","Euro","0","Units",,,8205,,
"GRC","Greece","A","Annual","2014","2014","EUR","Euro","0","Units",,,8205,,
"GRC","Greece","A","Annual","2015","2015","EUR","Euro","0","Units",,,8205,,
"GRC","Greece","A","Annual","2016","2016","EUR","Euro","0","Units",,,8205,,
"GRC","Greece","A","Annual","2017","2017","EUR","Euro","0","Units",,,8205,,
"GRC","Greece","A","Annual","2018","2018","EUR","Euro","0","Units",,,8205,,
"GRC","Greece","A","Annual","2019","2019","EUR","Euro","0","Units",,,9025,,
"GRC","Greece","A","Annual","2020","2020","EUR","Euro","0","Units",,,9100,,
"GRC","Greece","A","Annual","2021","2021","EUR","Euro","0","Units",,,9100,,
"LTU","Lithuania","A","Annual","2010","2010","EUR","Euro","0","Units",,,2780.352,,
"LTU","Lithuania","A","Annual","2011","2011","EUR","Euro","0","Units",,,2780.352,,
"LTU","Lithuania","A","Annual","2012","2012","EUR","Euro","0","Units",,,2852.757,,
"LTU","Lithuania","A","Annual","2013","2013","EUR","Euro","0","Units",,,3475.44,,
"LTU","Lithuania","A","Annual","2014","2014","EUR","Euro","0","Units",,,3506.58,,
"LTU","Lithuania","A","Annual","2015","2015","EUR","Euro","0","Units",,,3750,,
"LTU","Lithuania","A","Annual","2016","2016","EUR","Euro","0","Units",,,4380,,
"LTU","Lithuania","A","Annual","2017","2017","EUR","Euro","0","Units",,,4560,,
"LTU","Lithuania","A","Annual","2018","2018","EUR","Euro","0","Units",,,4800,,
"LTU","Lithuania","A","Annual","2019","2019","EUR","Euro","0","Units",,,6660,,
"LTU","Lithuania","A","Annual","2020","2020","EUR","Euro","0","Units",,,7284,,
"LTU","Lithuania","A","Annual","2021","2021","EUR","Euro","0","Units",,,7704,,
"MLT","Malta","W","Weekly","2010","2010","EUR","Euro","0","Units",,,152.29,,
"MLT","Malta","W","Weekly","2011","2011","EUR","Euro","0","Units",,,153.45,,
"MLT","Malta","W","Weekly","2012","2012","EUR","Euro","0","Units",,,158.11,,
"MLT","Malta","W","Weekly","2013","2013","EUR","Euro","0","Units",,,162.19,,
"MLT","Malta","W","Weekly","2014","2014","EUR","Euro","0","Units",,,165.68,,
"MLT","Malta","W","Weekly","2015","2015","EUR","Euro","0","Units",,,166.26,,
"MLT","Malta","W","Weekly","2016","2016","EUR","Euro","0","Units",,,168.01,,
"MLT","Malta","W","Weekly","2017","2017","EUR","Euro","0","Units",,,169.76,,
"MLT","Malta","W","Weekly","2018","2018","EUR","Euro","0","Units",,,172.51,,
"MLT","Malta","W","Weekly","2019","2019","EUR","Euro","0","Units",,,175.84,,
"MLT","Malta","W","Weekly","2020","2020","EUR","Euro","0","Units",,,179.33,,
"MLT","Malta","W","Weekly","2021","2021","EUR","Euro","0","Units",,,181.08,,
"JPN","Japan","A","Annual","2010","2010","JPY","Yen","0","Units",,,1491880,,
"JPN","Japan","A","Annual","2011","2011","JPY","Yen","0","Units",,,1522040,,
"JPN","Japan","A","Annual","2012","2012","JPY","Yen","0","Units",,,1539200,,
"JPN","Japan","A","Annual","2013","2013","JPY","Yen","0","Units",,,1565720,,
"JPN","Japan","A","Annual","2014","2014","JPY","Yen","0","Units",,,1597440,,
"JPN","Japan","A","Annual","2015","2015","JPY","Yen","0","Units",,,1631760,,
"JPN","Japan","A","Annual","2016","2016","JPY","Yen","0","Units",,,1672840,,
"JPN","Japan","A","Annual","2017","2017","JPY","Yen","0","Units",,,1724840,,
"JPN","Japan","A","Annual","2018","2018","JPY","Yen","0","Units",,,1777360,,
"JPN","Japan","A","Annual","2019","2019","JPY","Yen","0","Units",,,1831960,,
"JPN","Japan","A","Annual","2020","2020","JPY","Yen","0","Units",,,1874080,,
"AUS","Australia","A","Annual","2010","2010","AUD","Australian Dollar","0","Units",,,28956,,
"AUS","Australia","A","Annual","2011","2011","AUD","Australian Dollar","0","Units",,,30139,,
"AUS","Australia","A","Annual","2012","2012","AUD","Australian Dollar","0","Units",,,31088,,
"AUS","Australia","A","Annual","2013","2013","AUD","Australian Dollar","0","Units",,,31944,,
"AUS","Australia","A","Annual","2014","2014","AUD","Australian Dollar","0","Units",,,32841,,
"AUS","Australia","A","Annual","2015","2015","AUD","Australian Dollar","0","Units",,,33743,,
"AUS","Australia","A","Annual","2016","2016","AUD","Australian Dollar","0","Units",,,34570,,
"AUS","Australia","A","Annual","2017","2017","AUD","Australian Dollar","0","Units",,,35558,,
"AUS","Australia","A","Annual","2018","2018","AUD","Australian Dollar","0","Units",,,36767,,
"AUS","Australia","A","Annual","2019","2019","AUD","Australian Dollar","0","Units",,,37960,,
"AUS","Australia","A","Annual","2020","2020","AUD","Australian Dollar","0","Units",,,38860,,
"AUS","Australia","A","Annual","2021","2021","AUD","Australian Dollar","0","Units",,,39686,,
"ISR","Israel","A","Annual","2010","2010","ILS","New Israeli Sheqel","0","Units",,,46201.8,,
"ISR","Israel","A","Annual","2011","2011","ILS","New Israeli Sheqel","0","Units",,,47821.2,,
"ISR","Israel","A","Annual","2012","2012","ILS","New Israeli Sheqel","0","Units",,,49800,,
"ISR","Israel","A","Annual","2013","2013","ILS","New Israeli Sheqel","0","Units",,,51600,,
"ISR","Israel","A","Annual","2014","2014","ILS","New Israeli Sheqel","0","Units",,,51600,,
"ISR","Israel","A","Annual","2015","2015","ILS","New Israeli Sheqel","0","Units",,,54750,,
"ISR","Israel","A","Annual","2016","2016","ILS","New Israeli Sheqel","0","Units",,,56850,,
"ISR","Israel","A","Annual","2017","2017","ILS","New Israeli Sheqel","0","Units",,,60000,,
"ISR","Israel","A","Annual","2018","2018","ILS","New Israeli Sheqel","0","Units",,,63600,,
"ISR","Israel","A","Annual","2019","2019","ILS","New Israeli Sheqel","0","Units",,,63600,,
"ISR","Israel","A","Annual","2020","2020","ILS","New Israeli Sheqel","0","Units",,,63600,,
"ISR","Israel","A","Annual","2021","2021","ILS","New Israeli Sheqel","0","Units",,,63600,,
"BEL","Belgium","A","Annual","2010","2010","EUR","Euro","0","Units",,,16650,,
"BEL","Belgium","A","Annual","2011","2011","EUR","Euro","0","Units",,,17152.68,,
"BEL","Belgium","A","Annual","2012","2012","EUR","Euro","0","Units",,,17495.76,,
"BEL","Belgium","A","Annual","2013","2013","EUR","Euro","0","Units",,,18021.84,,
"BEL","Belgium","A","Annual","2014","2014","EUR","Euro","0","Units",,,18021.84,,
"BEL","Belgium","A","Annual","2015","2015","EUR","Euro","0","Units",,,18021.84,,
"BEL","Belgium","A","Annual","2016","2016","EUR","Euro","0","Units",,,18202.5,,
"BEL","Belgium","A","Annual","2017","2017","EUR","Euro","0","Units",,,18567.12,,
"BEL","Belgium","A","Annual","2018","2018","EUR","Euro","0","Units",,,18751.08,,
"BEL","Belgium","A","Annual","2019","2019","EUR","Euro","0","Units",,,19125.72,,
"BEL","Belgium","A","Annual","2020","2020","EUR","Euro","0","Units",,,19317.2,,
"BEL","Belgium","A","Annual","2021","2021","EUR","Euro","0","Units",,,19508.6,,
"NZL","New Zealand","A","Annual","2010","2010","NZD","New Zealand Dollar","0","Units",,,26390,,
"NZL","New Zealand","A","Annual","2011","2011","NZD","New Zealand Dollar","0","Units",,,26910,,
"NZL","New Zealand","A","Annual","2012","2012","NZD","New Zealand Dollar","0","Units",,,27820,,
"NZL","New Zealand","A","Annual","2013","2013","NZD","New Zealand Dollar","0","Units",,,28470,,
"NZL","New Zealand","A","Annual","2014","2014","NZD","New Zealand Dollar","0","Units",,,29380,,
"NZL","New Zealand","A","Annual","2015","2015","NZD","New Zealand Dollar","0","Units",,,30420,,
"NZL","New Zealand","A","Annual","2016","2016","NZD","New Zealand Dollar","0","Units",,,31460,,
"NZL","New Zealand","A","Annual","2017","2017","NZD","New Zealand Dollar","0","Units",,,32500,,
"NZL","New Zealand","A","Annual","2018","2018","NZD","New Zealand Dollar","0","Units",,,33670,,
"NZL","New Zealand","A","Annual","2019","2019","NZD","New Zealand Dollar","0","Units",,,35412,,
"NZL","New Zealand","A","Annual","2020","2020","NZD","New Zealand Dollar","0","Units",,,38688,,
"NZL","New Zealand","A","Annual","2021","2021","NZD","New Zealand Dollar","0","Units",,,41028,,
"GBR","United Kingdom","A","Annual","2010","2010","GBP","Pound Sterling","0","Units",,,12132,,
"GBR","United Kingdom","A","Annual","2011","2011","GBP","Pound Sterling","0","Units",,,12412,,
"GBR","United Kingdom","A","Annual","2012","2012","GBP","Pound Sterling","0","Units",,,12704,,
"GBR","United Kingdom","A","Annual","2013","2013","GBP","Pound Sterling","0","Units",,,12938,,
"GBR","United Kingdom","A","Annual","2014","2014","GBP","Pound Sterling","0","Units",,,13224,,
"GBR","United Kingdom","A","Annual","2015","2015","GBP","Pound Sterling","0","Units",,,13624,,
"GBR","United Kingdom","A","Annual","2016","2016","GBP","Pound Sterling","0","Units",,,14976,,
"GBR","United Kingdom","A","Annual","2017","2017","GBP","Pound Sterling","0","Units",,,15444,,
"GBR","United Kingdom","A","Annual","2018","2018","GBP","Pound Sterling","0","Units",,,16115,,
"GBR","United Kingdom","A","Annual","2019","2019","GBP","Pound Sterling","0","Units",,,16879,,
"GBR","United Kingdom","A","Annual","2020","2020","GBP","Pound Sterling","0","Units",,,17872,,
"GBR","United Kingdom","A","Annual","2021","2021","GBP","Pound Sterling","0","Units",,,18434,,
"NLD","Netherlands","M","Monthly","2010","2010","EUR","Euro","0","Units",,,1411.8,,
"NLD","Netherlands","M","Monthly","2011","2011","EUR","Euro","0","Units",,,1421.8,,
"NLD","Netherlands","M","Monthly","2012","2012","EUR","Euro","0","Units",,,1451.4,,
"NLD","Netherlands","M","Monthly","2013","2013","EUR","Euro","0","Units",,,1469.4,,
"NLD","Netherlands","M","Monthly","2014","2014","EUR","Euro","0","Units",,,1490.4,,
"NLD","Netherlands","M","Monthly","2015","2015","EUR","Euro","0","Units",,,1501.8,,
"NLD","Netherlands","M","Monthly","2016","2016","EUR","Euro","0","Units",,,1530.9,,
"NLD","Netherlands","M","Monthly","2017","2017","EUR","Euro","0","Units",,,1558.5,,
"NLD","Netherlands","M","Monthly","2018","2018","EUR","Euro","0","Units",,,1586.1,,
"NLD","Netherlands","M","Monthly","2019","2019","EUR","Euro","0","Units",,,1625.7,,
"NLD","Netherlands","M","Monthly","2020","2020","EUR","Euro","0","Units",,,1666.8,,
"NLD","Netherlands","M","Monthly","2021","2021","EUR","Euro","0","Units",,,1692.9,,
"POL","Poland","A","Annual","2010","2010","PLN","Zloty","0","Units",,,15804,,
"POL","Poland","A","Annual","2011","2011","PLN","Zloty","0","Units",,,16632,,
"POL","Poland","A","Annual","2012","2012","PLN","Zloty","0","Units",,,18000,,
"POL","Poland","A","Annual","2013","2013","PLN","Zloty","0","Units",,,19200,,
"POL","Poland","A","Annual","2014","2014","PLN","Zloty","0","Units",,,20160,,
"POL","Poland","A","Annual","2015","2015","PLN","Zloty","0","Units",,,21000,,
"POL","Poland","A","Annual","2016","2016","PLN","Zloty","0","Units",,,22200,,
"POL","Poland","A","Annual","2017","2017","PLN","Zloty","0","Units",,,24000,,
"POL","Poland","A","Annual","2018","2018","PLN","Zloty","0","Units",,,25200,,
"POL","Poland","A","Annual","2019","2019","PLN","Zloty","0","Units",,,27000,,
"POL","Poland","A","Annual","2020","2020","PLN","Zloty","0","Units",,,31200,,
"POL","Poland","A","Annual","2021","2021","PLN","Zloty","0","Units",,,33600,,
"FRA","France","A","Annual","2010","2010","EUR","Euro","0","Units",,,16088.82,,
"FRA","France","A","Annual","2011","2011","EUR","Euro","0","Units",,,16408.82,,
"FRA","France","A","Annual","2012","2012","EUR","Euro","0","Units",,,16944.24,,
"FRA","France","A","Annual","2013","2013","EUR","Euro","0","Units",,,17162.64,,
"FRA","France","A","Annual","2014","2014","EUR","Euro","0","Units",,,17344.56,,
"FRA","France","A","Annual","2015","2015","EUR","Euro","0","Units",,,17490.24,,
"FRA","France","A","Annual","2016","2016","EUR","Euro","0","Units",,,17599.44,,
"FRA","France","A","Annual","2017","2017","EUR","Euro","0","Units",,,17763.24,,
"FRA","France","A","Annual","2018","2018","EUR","Euro","0","Units",,,17981.64,,
"FRA","France","A","Annual","2019","2019","EUR","Euro","0","Units",,,18254.64,,
"FRA","France","A","Annual","2020","2020","EUR","Euro","0","Units",,,18473.04,,
"FRA","France","A","Annual","2021","2021","EUR","Euro","0","Units",,,18655,,
"GRC","Greece","D","Daily","2010","2010","EUR","Euro","0","Units",,,33.04,,
"GRC","Greece","D","Daily","2011","2011","EUR","Euro","0","Units",,,33.32,,
"GRC","Greece","D","Daily","2012","2012","EUR","Euro","0","Units",,,26.94,,
"GRC","Greece","D","Daily","2013","2013","EUR","Euro","0","Units",,,26.18,,
"GRC","Greece","D","Daily","2014","2014","EUR","Euro","0","Units",,,26.18,,
"GRC","Greece","D","Daily","2015","2015","EUR","Euro","0","Units",,,26.18,,
"GRC","Greece","D","Daily","2016","2016","EUR","Euro","0","Units",,,26.18,,
"GRC","Greece","D","Daily","2017","2017","EUR","Euro","0","Units",,,26.18,,
"GRC","Greece","D","Daily","2018","2018","EUR","Euro","0","Units",,,26.18,,
"GRC","Greece","D","Daily","2019","2019","EUR","Euro","0","Units",,,28.8,,
"GRC","Greece","D","Daily","2020","2020","EUR","Euro","0","Units",,,29.04,,
"GRC","Greece","D","Daily","2021","2021","EUR","Euro","0","Units",,,29.04,,
"RUS","Russian Federation","M","Monthly","2010","2010","RUB","Russian Ruble","0","Units",,,4330,,
"RUS","Russian Federation","M","Monthly","2011","2011","RUB","Russian Ruble","0","Units",,,4494,,
"RUS","Russian Federation","M","Monthly","2012","2012","RUB","Russian Ruble","0","Units",,,4611,,
"RUS","Russian Federation","M","Monthly","2013","2013","RUB","Russian Ruble","0","Units",,,5205,,
"RUS","Russian Federation","M","Monthly","2014","2014","RUB","Russian Ruble","0","Units",,,5554,,
"RUS","Russian Federation","M","Monthly","2015","2015","RUB","Russian Ruble","0","Units",,,5964,,
"RUS","Russian Federation","M","Monthly","2016","2016","RUB","Russian Ruble","0","Units",,,6204,,
"RUS","Russian Federation","M","Monthly","2017","2017","RUB","Russian Ruble","0","Units",,,7650,,
"RUS","Russian Federation","M","Monthly","2018","2018","RUB","Russian Ruble","0","Units",,,10605,,
"RUS","Russian Federation","M","Monthly","2019","2019","RUB","Russian Ruble","0","Units",,,11280,,
"RUS","Russian Federation","M","Monthly","2020","2020","RUB","Russian Ruble","0","Units",,,12130,,
"RUS","Russian Federation","M","Monthly","2021","2021","RUB","Russian Ruble","0","Units",,,12792,,
"RUS","Russian Federation","A","Annual","2010","2010","RUB","Russian Ruble","0","Units",,,51960,,
"RUS","Russian Federation","A","Annual","2011","2011","RUB","Russian Ruble","0","Units",,,53927,,
"RUS","Russian Federation","A","Annual","2012","2012","RUB","Russian Ruble","0","Units",,,55332,,
"RUS","Russian Federation","A","Annual","2013","2013","RUB","Russian Ruble","0","Units",,,62460,,
"RUS","Russian Federation","A","Annual","2014","2014","RUB","Russian Ruble","0","Units",,,66648,,
"RUS","Russian Federation","A","Annual","2015","2015","RUB","Russian Ruble","0","Units",,,71568,,
"RUS","Russian Federation","A","Annual","2016","2016","RUB","Russian Ruble","0","Units",,,74448,,
"RUS","Russian Federation","A","Annual","2017","2017","RUB","Russian Ruble","0","Units",,,91800,,
"RUS","Russian Federation","A","Annual","2018","2018","RUB","Russian Ruble","0","Units",,,127260,,
"RUS","Russian Federation","A","Annual","2019","2019","RUB","Russian Ruble","0","Units",,,135360,,
"RUS","Russian Federation","A","Annual","2020","2020","RUB","Russian Ruble","0","Units",,,145560,,
"RUS","Russian Federation","A","Annual","2021","2021","RUB","Russian Ruble","0","Units",,,153504,,
"LVA","Latvia","M","Monthly","2010","2010","EUR","Euro","0","Units",,,255.6,,
"LVA","Latvia","M","Monthly","2011","2011","EUR","Euro","0","Units",,,284,,
"LVA","Latvia","M","Monthly","2012","2012","EUR","Euro","0","Units",,,284,,
"LVA","Latvia","M","Monthly","2013","2013","EUR","Euro","0","Units",,,284,,
"LVA","Latvia","M","Monthly","2014","2014","EUR","Euro","0","Units",,,320,,
"LVA","Latvia","M","Monthly","2015","2015","EUR","Euro","0","Units",,,360,,
"LVA","Latvia","M","Monthly","2016","2016","EUR","Euro","0","Units",,,370,,
"LVA","Latvia","M","Monthly","2017","2017","EUR","Euro","0","Units",,,380,,
"LVA","Latvia","M","Monthly","2018","2018","EUR","Euro","0","Units",,,430,,
"LVA","Latvia","M","Monthly","2019","2019","EUR","Euro","0","Units",,,430,,
"LVA","Latvia","M","Monthly","2020","2020","EUR","Euro","0","Units",,,430,,
"LVA","Latvia","M","Monthly","2021","2021","EUR","Euro","0","Units",,,500,,
"DEU","Germany","H","Hourly","2015","2015","EUR","Euro","0","Units",,,8.5,,
"DEU","Germany","H","Hourly","2016","2016","EUR","Euro","0","Units",,,8.5,,
"DEU","Germany","H","Hourly","2017","2017","EUR","Euro","0","Units",,,8.84,,
"DEU","Germany","H","Hourly","2018","2018","EUR","Euro","0","Units",,,8.84,,
"DEU","Germany","H","Hourly","2019","2019","EUR","Euro","0","Units",,,9.19,,
"DEU","Germany","H","Hourly","2020","2020","EUR","Euro","0","Units",,,9.35,,
"DEU","Germany","H","Hourly","2021","2021","EUR","Euro","0","Units",,,9.51,,
"DEU","Germany","M","Monthly","2015","2015","EUR","Euro","0","Units",,,1440,,
"DEU","Germany","M","Monthly","2016","2016","EUR","Euro","0","Units",,,1440,,
"DEU","Germany","M","Monthly","2017","2017","EUR","Euro","0","Units",,,1506,,
"DEU","Germany","M","Monthly","2018","2018","EUR","Euro","0","Units",,,1506,,
"DEU","Germany","M","Monthly","2019","2019","EUR","Euro","0","Units",,,1561,,
"DEU","Germany","M","Monthly","2020","2020","EUR","Euro","0","Units",,,1544,,
"DEU","Germany","M","Monthly","2021","2021","EUR","Euro","0","Units",,,1578,,
"DEU","Germany","A","Annual","2015","2015","EUR","Euro","0","Units",,,17280,,
"DEU","Germany","A","Annual","2016","2016","EUR","Euro","0","Units",,,17280,,
"DEU","Germany","A","Annual","2017","2017","EUR","Euro","0","Units",,,18072,,
"DEU","Germany","A","Annual","2018","2018","EUR","Euro","0","Units",,,18072,,
"DEU","Germany","A","Annual","2019","2019","EUR","Euro","0","Units",,,18732,,
"DEU","Germany","A","Annual","2020","2020","EUR","Euro","0","Units",,,18528,,
"DEU","Germany","A","Annual","2021","2021","EUR","Euro","0","Units",,,18940,,
"GRC","Greece","M","Monthly","2010","2010","EUR","Euro","0","Units",,,837.47,,
"GRC","Greece","M","Monthly","2011","2011","EUR","Euro","0","Units",,,844.57,,
"GRC","Greece","M","Monthly","2012","2012","EUR","Euro","0","Units",,,707.04,,
"GRC","Greece","M","Monthly","2013","2013","EUR","Euro","0","Units",,,683.76,,
"GRC","Greece","M","Monthly","2014","2014","EUR","Euro","0","Units",,,683.76,,
"GRC","Greece","M","Monthly","2015","2015","EUR","Euro","0","Units",,,683.76,,
"GRC","Greece","M","Monthly","2016","2016","EUR","Euro","0","Units",,,683.76,,
"GRC","Greece","M","Monthly","2017","2017","EUR","Euro","0","Units",,,683.76,,
"GRC","Greece","M","Monthly","2018","2018","EUR","Euro","0","Units",,,683.76,,
"GRC","Greece","M","Monthly","2019","2019","EUR","Euro","0","Units",,,752.12,,
"GRC","Greece","M","Monthly","2020","2020","EUR","Euro","0","Units",,,758.33,,
"GRC","Greece","M","Monthly","2021","2021","EUR","Euro","0","Units",,,758.33,,
"COL","Colombia","M","Monthly","2010","2010","COP","Colombian Peso","0","Units",,,515000,,
"COL","Colombia","M","Monthly","2011","2011","COP","Colombian Peso","0","Units",,,535600,,
"COL","Colombia","M","Monthly","2012","2012","COP","Colombian Peso","0","Units",,,566700,,
